experiment,workflow,startedAt,finishedAt,duration,resourcesDuration_cpu,resourcesDuration_memory
script_opt_3_overlap_cost_50,sqlflow-g2slk,2021-06-30T11:32:04Z,2021-06-30T11:34:50Z,166,309.0,309.0
script_opt_3_overlap_cost_50,sqlflow-8tdxm,2021-06-30T11:29:52Z,2021-06-30T11:30:02Z,10,1.0,1.0
script_opt_3_overlap_cost_50,sqlflow-bq4zw,2021-06-30T11:30:04Z,2021-06-30T11:32:11Z,127,230.0,230.0
script_opt_3_overlap_cost_50,sqlflow-6m5xx,2021-06-30T11:34:43Z,2021-06-30T11:35:16Z,33,43.0,43.0
script_opt_3_overlap_cost_50,sqlflow-xjzd8,2021-06-30T11:29:57Z,2021-06-30T11:30:07Z,10,2.0,2.0
script_base_0_overlap_cost_150,sqlflow-49qkx,2021-06-30T14:59:10Z,2021-06-30T15:02:08Z,178,330.0,330.0
script_base_0_overlap_cost_150,sqlflow-tssq5,2021-06-30T15:05:44Z,2021-06-30T15:13:29Z,465,906.0,906.0
script_base_0_overlap_cost_150,sqlflow-hdtkh,2021-06-30T14:59:04Z,2021-06-30T14:59:14Z,10,3.0,3.0
script_base_0_overlap_cost_150,sqlflow-tclpd,2021-06-30T15:13:22Z,2021-06-30T15:13:58Z,36,44.0,44.0
script_base_0_overlap_cost_150,sqlflow-cckxv,2021-06-30T15:02:03Z,2021-06-30T15:05:26Z,203,375.0,375.0
script_base_0_overlap_cost_150,sqlflow-lqnj8,2021-06-30T14:58:55Z,2021-06-30T14:59:05Z,10,6.0,6.0
script_base_0_overlap_cost_150,sqlflow-kr6lz,2021-06-30T15:05:19Z,2021-06-30T15:05:52Z,33,43.0,43.0
script_opt_6_order_cost_150,sqlflow-5xh88,2021-06-30T20:45:24Z,2021-06-30T20:45:34Z,10,1.0,1.0
script_opt_6_order_cost_150,sqlflow-nkxc2,2021-06-30T20:59:55Z,2021-06-30T21:00:38Z,43,65.0,65.0
script_opt_6_order_cost_150,sqlflow-q45sg,2021-06-30T20:45:33Z,2021-06-30T20:45:43Z,10,1.0,1.0
script_opt_6_order_cost_150,sqlflow-2zssp,2021-06-30T20:57:15Z,2021-06-30T20:58:33Z,78,128.0,128.0
script_opt_6_order_cost_150,sqlflow-mfqx4,2021-06-30T20:52:06Z,2021-06-30T20:57:19Z,313,602.0,602.0
script_opt_6_order_cost_150,sqlflow-gr5tf,2021-06-30T20:58:27Z,2021-06-30T21:00:01Z,94,165.0,165.0
script_opt_6_order_cost_150,sqlflow-ncpqw,2021-06-30T20:45:37Z,2021-06-30T20:52:11Z,394,767.0,767.0
script_base_9_overlap_cost_100,sqlflow-dflfs,2021-06-30T19:28:02Z,2021-06-30T19:30:59Z,177,321.0,321.0
script_base_9_overlap_cost_100,sqlflow-f2npp,2021-06-30T19:35:23Z,2021-06-30T19:35:59Z,36,44.0,44.0
script_base_9_overlap_cost_100,sqlflow-g6kpp,2021-06-30T19:24:49Z,2021-06-30T19:28:09Z,200,375.0,375.0
script_base_9_overlap_cost_100,sqlflow-q5vm9,2021-06-30T19:31:18Z,2021-06-30T19:35:30Z,252,481.0,481.0
script_base_9_overlap_cost_100,sqlflow-f8fpt,2021-06-30T19:24:31Z,2021-06-30T19:24:41Z,10,5.0,5.0
script_base_9_overlap_cost_100,sqlflow-2dmqt,2021-06-30T19:24:44Z,2021-06-30T19:24:54Z,10,2.0,2.0
script_base_9_overlap_cost_100,sqlflow-2hxkm,2021-06-30T19:30:51Z,2021-06-30T19:31:24Z,33,42.0,42.0
script_base_3_overlap_cost_50,sqlflow-ph7mn,2021-06-30T10:35:56Z,2021-06-30T10:38:45Z,169,317.0,317.0
script_base_3_overlap_cost_50,sqlflow-cvndd,2021-06-30T10:35:35Z,2021-06-30T10:35:46Z,11,2.0,2.0
script_base_3_overlap_cost_50,sqlflow-tk76d,2021-06-30T10:38:39Z,2021-06-30T10:40:48Z,129,232.0,232.0
script_base_3_overlap_cost_50,sqlflow-qbsxb,2021-06-30T10:40:41Z,2021-06-30T10:41:14Z,33,42.0,42.0
script_base_3_overlap_cost_50,sqlflow-sdfjv,2021-06-30T10:35:45Z,2021-06-30T10:35:55Z,10,6.0,6.0
script_opt_4_overlap_cost_100,sqlflow-k2mjt,2021-06-30T14:32:31Z,2021-06-30T14:32:41Z,10,2.0,2.0
script_opt_4_overlap_cost_100,sqlflow-rjtsv,2021-06-30T14:32:35Z,2021-06-30T14:38:54Z,379,736.0,736.0
script_opt_4_overlap_cost_100,sqlflow-hnd2h,2021-06-30T14:38:50Z,2021-06-30T14:41:36Z,166,310.0,310.0
script_opt_4_overlap_cost_100,sqlflow-dvpxx,2021-06-30T14:41:29Z,2021-06-30T14:42:05Z,36,43.0,43.0
script_opt_4_overlap_cost_100,sqlflow-n2l4v,2021-06-30T14:32:25Z,2021-06-30T14:32:35Z,10,1.0,1.0
script_base_10_overlap_cost_100,sqlflow-stp22,2021-06-30T18:00:00Z,2021-06-30T18:00:37Z,37,50.0,50.0
script_base_10_overlap_cost_100,sqlflow-pthmg,2021-06-30T17:54:54Z,2021-06-30T17:57:46Z,172,320.0,320.0
script_base_10_overlap_cost_100,sqlflow-mg4l5,2021-06-30T18:00:30Z,2021-06-30T18:04:35Z,245,465.0,465.0
script_base_10_overlap_cost_100,sqlflow-8kc5z,2021-06-30T17:54:50Z,2021-06-30T17:55:00Z,10,2.0,2.0
script_base_10_overlap_cost_100,sqlflow-qw87n,2021-06-30T17:57:39Z,2021-06-30T18:00:08Z,149,268.0,268.0
script_base_10_overlap_cost_100,sqlflow-hfxbb,2021-06-30T18:04:27Z,2021-06-30T18:05:03Z,36,48.0,48.0
script_base_10_overlap_cost_100,sqlflow-q8psd,2021-06-30T17:54:44Z,2021-06-30T17:54:54Z,10,3.0,3.0
script_opt_1_order_cost_50,sqlflow-q6xhd,2021-06-30T11:02:04Z,2021-06-30T11:02:14Z,10,3.0,3.0
script_opt_1_order_cost_50,sqlflow-5mm86,2021-06-30T11:04:47Z,2021-06-30T11:06:40Z,113,202.0,202.0
script_opt_1_order_cost_50,sqlflow-gcldv,2021-06-30T11:06:33Z,2021-06-30T11:07:21Z,48,67.0,67.0
script_opt_1_order_cost_50,sqlflow-nz7zt,2021-06-30T11:02:09Z,2021-06-30T11:04:54Z,165,305.0,305.0
script_opt_1_order_cost_50,sqlflow-p7lx5,2021-06-30T11:01:58Z,2021-06-30T11:02:08Z,10,2.0,2.0
script_opt_6_overlap_cost_150,sqlflow-r5v2x,2021-06-30T21:11:12Z,2021-06-30T21:11:22Z,10,1.0,1.0
script_opt_6_overlap_cost_150,sqlflow-kzcr2,2021-06-30T21:11:24Z,2021-06-30T21:17:07Z,343,663.0,663.0
script_opt_6_overlap_cost_150,sqlflow-hnlg8,2021-06-30T21:23:27Z,2021-06-30T21:23:59Z,32,42.0,42.0
script_opt_6_overlap_cost_150,sqlflow-trnwq,2021-06-30T21:17:00Z,2021-06-30T21:23:32Z,392,756.0,756.0
script_opt_6_overlap_cost_150,sqlflow-z2wfc,2021-06-30T21:11:18Z,2021-06-30T21:11:28Z,10,1.0,1.0
script_opt_1_order_cost_150,sqlflow-655xn,2021-06-30T16:54:15Z,2021-06-30T16:57:03Z,168,315.0,315.0
script_opt_1_order_cost_150,sqlflow-5llsm,2021-06-30T16:48:36Z,2021-06-30T16:54:21Z,345,660.0,660.0
script_opt_1_order_cost_150,sqlflow-hkbcb,2021-06-30T16:48:30Z,2021-06-30T16:48:40Z,10,2.0,2.0
script_opt_1_order_cost_150,sqlflow-x57gj,2021-06-30T16:56:56Z,2021-06-30T16:57:44Z,48,67.0,67.0
script_opt_1_order_cost_150,sqlflow-nzxpf,2021-06-30T16:48:21Z,2021-06-30T16:48:31Z,10,5.0,5.0
script_base_2_overlap_cost_100,sqlflow-wnz42,2021-06-30T12:23:32Z,2021-06-30T12:23:42Z,10,2.0,2.0
script_base_2_overlap_cost_100,sqlflow-dpvsd,2021-06-30T12:30:08Z,2021-06-30T12:30:45Z,37,45.0,45.0
script_base_2_overlap_cost_100,sqlflow-7fjs4,2021-06-30T12:27:22Z,2021-06-30T12:30:14Z,172,310.0,310.0
script_base_2_overlap_cost_100,sqlflow-xfmbb,2021-06-30T12:23:48Z,2021-06-30T12:27:29Z,221,414.0,414.0
script_base_2_overlap_cost_100,sqlflow-rcwtc,2021-06-30T12:23:41Z,2021-06-30T12:23:51Z,10,1.0,1.0
script_opt_0_order_cost_150,sqlflow-zmk8s,2021-06-30T16:31:01Z,2021-06-30T16:31:11Z,10,5.0,5.0
script_base_6_overlap_cost_100,sqlflow-zkjt6,2021-06-30T18:31:54Z,2021-06-30T18:32:30Z,36,50.0,50.0
script_base_6_overlap_cost_100,sqlflow-6ksb2,2021-06-30T18:23:20Z,2021-06-30T18:23:31Z,11,1.0,1.0
script_base_6_overlap_cost_100,sqlflow-rp84b,2021-06-30T18:23:14Z,2021-06-30T18:23:24Z,10,2.0,2.0
script_base_6_overlap_cost_100,sqlflow-j972q,2021-06-30T18:23:26Z,2021-06-30T18:26:21Z,175,324.0,324.0
script_base_6_overlap_cost_100,sqlflow-xzzb6,2021-06-30T18:26:14Z,2021-06-30T18:32:01Z,347,661.0,661.0
script_opt_2_order_cost_50,sqlflow-825h6,2021-06-30T11:15:49Z,2021-06-30T11:16:17Z,28,30.0,30.0
script_opt_2_order_cost_50,sqlflow-9nxwj,2021-06-30T11:14:51Z,2021-06-30T11:15:43Z,52,79.0,79.0
script_opt_2_order_cost_50,sqlflow-tkbxr,2021-06-30T11:16:10Z,2021-06-30T11:16:20Z,10,2.0,2.0
script_opt_2_order_cost_50,sqlflow-mmrqp,2021-06-30T11:11:05Z,2021-06-30T11:11:15Z,10,2.0,2.0
script_opt_2_order_cost_50,sqlflow-mljfk,2021-06-30T11:15:36Z,2021-06-30T11:15:58Z,22,13.0,13.0
script_opt_2_order_cost_50,sqlflow-nqnd4,2021-06-30T11:11:17Z,2021-06-30T11:14:59Z,222,419.0,419.0
script_opt_2_order_cost_50,sqlflow-qsc7w,2021-06-30T11:11:12Z,2021-06-30T11:11:22Z,10,2.0,2.0
script_opt_6_order_cost_50,sqlflow-74b68,2021-06-30T22:00:04Z,2021-06-30T22:00:38Z,34,44.0,44.0
script_opt_6_order_cost_50,sqlflow-klzmf,2021-06-30T22:00:30Z,2021-06-30T22:00:40Z,10,7.0,7.0
script_opt_6_order_cost_50,sqlflow-2hmpt,2021-06-30T21:57:05Z,2021-06-30T22:00:10Z,185,346.0,346.0
script_opt_6_order_cost_50,sqlflow-6k8vf,2021-06-30T21:56:50Z,2021-06-30T21:57:00Z,10,5.0,5.0
script_opt_6_order_cost_50,sqlflow-hk78w,2021-06-30T21:57:00Z,2021-06-30T21:57:10Z,10,1.0,1.0
script_opt_2_overlap_cost_150,sqlflow-srx8p,2021-06-30T17:33:22Z,2021-06-30T17:33:55Z,33,45.0,45.0
script_opt_2_overlap_cost_150,sqlflow-z4ffx,2021-06-30T17:23:57Z,2021-06-30T17:24:07Z,10,1.0,1.0
script_opt_2_overlap_cost_150,sqlflow-m8rtt,2021-06-30T17:24:02Z,2021-06-30T17:27:37Z,215,407.0,407.0
script_opt_2_overlap_cost_150,sqlflow-zhvpz,2021-06-30T17:27:31Z,2021-06-30T17:33:29Z,358,687.0,687.0
script_opt_2_overlap_cost_150,sqlflow-k58w4,2021-06-30T17:37:45Z,2021-06-30T17:38:21Z,36,43.0,43.0
script_opt_2_overlap_cost_150,sqlflow-ktmjp,2021-06-30T17:23:49Z,2021-06-30T17:23:59Z,10,5.0,5.0
script_opt_2_overlap_cost_150,sqlflow-dj9ml,2021-06-30T17:33:49Z,2021-06-30T17:37:52Z,243,462.0,462.0
script_base_4_overlap_cost_50,sqlflow-ng8v2,2021-06-30T10:46:54Z,2021-06-30T10:47:30Z,36,42.0,42.0
script_base_4_overlap_cost_50,sqlflow-xxwtp,2021-06-30T10:41:28Z,2021-06-30T10:44:14Z,166,310.0,310.0
script_base_4_overlap_cost_50,sqlflow-wlnhz,2021-06-30T10:41:18Z,2021-06-30T10:41:28Z,10,1.0,1.0
script_base_4_overlap_cost_50,sqlflow-pr8rw,2021-06-30T10:44:07Z,2021-06-30T10:47:01Z,174,325.0,325.0
script_base_4_overlap_cost_50,sqlflow-hp8z9,2021-06-30T10:41:23Z,2021-06-30T10:41:33Z,10,1.0,1.0
script_opt_0_overlap_cost_100,sqlflow-s6pm6,2021-06-30T13:11:49Z,2021-06-30T13:15:29Z,220,412.0,412.0
script_opt_0_overlap_cost_100,sqlflow-gr56b,2021-06-30T13:15:22Z,2021-06-30T13:18:48Z,206,381.0,381.0
script_opt_0_overlap_cost_100,sqlflow-tlknj,2021-06-30T13:11:44Z,2021-06-30T13:11:54Z,10,2.0,2.0
script_opt_0_overlap_cost_100,sqlflow-m68t4,2021-06-30T13:18:42Z,2021-06-30T13:19:15Z,33,41.0,41.0
script_opt_0_overlap_cost_100,sqlflow-xdtcl,2021-06-30T13:11:38Z,2021-06-30T13:11:48Z,10,1.0,1.0
script_opt_0_overlap_cost_100,sqlflow-v95gz,2021-06-30T13:21:44Z,2021-06-30T13:22:20Z,36,42.0,42.0
script_opt_0_overlap_cost_100,sqlflow-9rxvq,2021-06-30T13:19:08Z,2021-06-30T13:21:52Z,164,304.0,304.0
script_opt_4_overlap_cost_50,sqlflow-drvsq,2021-06-30T11:38:54Z,2021-06-30T11:39:04Z,10,1.0,1.0
script_opt_4_overlap_cost_50,sqlflow-w8ncp,2021-06-30T11:38:59Z,2021-06-30T11:41:49Z,170,316.0,316.0
script_opt_4_overlap_cost_50,sqlflow-kbt2p,2021-06-30T11:41:42Z,2021-06-30T11:44:29Z,167,310.0,310.0
script_opt_4_overlap_cost_50,sqlflow-7hrpb,2021-06-30T11:38:48Z,2021-06-30T11:38:58Z,10,1.0,1.0
script_opt_4_overlap_cost_50,sqlflow-zxjfc,2021-06-30T11:44:23Z,2021-06-30T11:45:00Z,37,44.0,44.0
script_base_4_overlap_cost_150,sqlflow-zbjnl,2021-06-30T16:00:25Z,2021-06-30T16:03:13Z,168,312.0,312.0
script_base_4_overlap_cost_150,sqlflow-78rf9,2021-06-30T16:03:35Z,2021-06-30T16:09:17Z,342,660.0,660.0
script_base_4_overlap_cost_150,sqlflow-66m82,2021-06-30T16:09:10Z,2021-06-30T16:09:45Z,35,42.0,42.0
script_base_4_overlap_cost_150,sqlflow-x9bqw,2021-06-30T15:56:27Z,2021-06-30T16:00:33Z,246,465.0,465.0
script_base_4_overlap_cost_150,sqlflow-664lt,2021-06-30T15:56:07Z,2021-06-30T15:56:17Z,10,5.0,5.0
script_base_4_overlap_cost_150,sqlflow-hhb5w,2021-06-30T16:13:35Z,2021-06-30T16:14:07Z,32,42.0,42.0
script_base_4_overlap_cost_150,sqlflow-bb56m,2021-06-30T16:09:39Z,2021-06-30T16:13:41Z,242,457.0,457.0
script_base_4_overlap_cost_150,sqlflow-xv8hj,2021-06-30T16:03:06Z,2021-06-30T16:03:39Z,33,44.0,44.0
script_base_4_overlap_cost_150,sqlflow-7wvgj,2021-06-30T15:56:18Z,2021-06-30T15:56:28Z,10,2.0,2.0
script_opt_5_overlap_cost_100,sqlflow-jk5rm,2021-06-30T14:42:11Z,2021-06-30T14:42:21Z,10,5.0,5.0
script_opt_5_overlap_cost_100,sqlflow-2gcrz,2021-06-30T14:42:24Z,2021-06-30T14:45:17Z,173,322.0,322.0
script_opt_5_overlap_cost_100,sqlflow-jb8qp,2021-06-30T14:50:46Z,2021-06-30T14:51:25Z,39,49.0,49.0
script_opt_5_overlap_cost_100,sqlflow-h7bgl,2021-06-30T14:54:25Z,2021-06-30T14:55:04Z,39,55.0,55.0
script_opt_5_overlap_cost_100,sqlflow-hr4xj,2021-06-30T14:45:12Z,2021-06-30T14:50:53Z,341,659.0,659.0
script_opt_5_overlap_cost_100,sqlflow-xr74n,2021-06-30T14:51:19Z,2021-06-30T14:54:32Z,193,362.0,362.0
script_opt_5_overlap_cost_100,sqlflow-q7n46,2021-06-30T14:42:19Z,2021-06-30T14:42:29Z,10,2.0,2.0
script_base_8_overlap_cost_100,sqlflow-9t98v,2021-06-30T18:58:28Z,2021-06-30T18:58:38Z,10,1.0,1.0
script_base_8_overlap_cost_100,sqlflow-2n7bm,2021-06-30T19:05:11Z,2021-06-30T19:05:47Z,36,47.0,47.0
script_base_8_overlap_cost_100,sqlflow-47g9z,2021-06-30T18:58:37Z,2021-06-30T19:01:23Z,166,307.0,307.0
script_base_8_overlap_cost_100,sqlflow-t7cxh,2021-06-30T19:01:15Z,2021-06-30T19:05:16Z,241,459.0,459.0
script_base_8_overlap_cost_100,sqlflow-jb6hl,2021-06-30T19:08:09Z,2021-06-30T19:08:46Z,37,51.0,51.0
script_base_8_overlap_cost_100,sqlflow-bknn9,2021-06-30T19:05:42Z,2021-06-30T19:08:14Z,152,279.0,279.0
script_base_8_overlap_cost_100,sqlflow-mj4tt,2021-06-30T18:58:32Z,2021-06-30T18:58:42Z,10,2.0,2.0
script_base_1_overlap_cost_150,sqlflow-9h2f6,2021-06-30T15:25:11Z,2021-06-30T15:25:50Z,39,49.0,49.0
script_base_1_overlap_cost_150,sqlflow-fzzlg,2021-06-30T15:14:04Z,2021-06-30T15:14:14Z,10,2.0,2.0
script_base_1_overlap_cost_150,sqlflow-hvvk4,2021-06-30T15:14:17Z,2021-06-30T15:19:48Z,331,637.0,637.0
script_base_1_overlap_cost_150,sqlflow-l824k,2021-06-30T15:19:40Z,2021-06-30T15:25:18Z,338,652.0,652.0
script_base_1_overlap_cost_150,sqlflow-2d6jb,2021-06-30T15:14:09Z,2021-06-30T15:14:19Z,10,5.0,5.0
script_base_3_overlap_cost_100,sqlflow-bxwf4,2021-06-30T12:37:07Z,2021-06-30T12:40:06Z,179,317.0,317.0
script_base_3_overlap_cost_100,sqlflow-kzghw,2021-06-30T12:31:07Z,2021-06-30T12:37:13Z,366,702.0,702.0
script_base_3_overlap_cost_100,sqlflow-jwz2g,2021-06-30T12:30:50Z,2021-06-30T12:31:00Z,10,5.0,5.0
script_base_3_overlap_cost_100,sqlflow-pzmk8,2021-06-30T12:40:00Z,2021-06-30T12:40:39Z,39,47.0,47.0
script_base_3_overlap_cost_100,sqlflow-85b68,2021-06-30T12:31:00Z,2021-06-30T12:31:10Z,10,2.0,2.0
script_opt_2_order_cost_150,sqlflow-nsqzw,2021-06-30T17:19:15Z,2021-06-30T17:19:25Z,10,2.0,2.0
script_opt_2_order_cost_150,sqlflow-74d6q,2021-06-30T17:18:53Z,2021-06-30T17:19:03Z,10,3.0,3.0
script_opt_2_order_cost_150,sqlflow-8m27j,2021-06-30T17:09:42Z,2021-06-30T17:09:52Z,10,1.0,1.0
script_opt_2_order_cost_150,sqlflow-5mmrh,2021-06-30T17:23:10Z,2021-06-30T17:23:42Z,32,41.0,41.0
script_opt_2_order_cost_150,sqlflow-j56qm,2021-06-30T17:19:00Z,2021-06-30T17:19:23Z,23,22.0,22.0
script_opt_2_order_cost_150,sqlflow-6t7pd,2021-06-30T17:09:38Z,2021-06-30T17:09:48Z,10,2.0,2.0
script_opt_2_order_cost_150,sqlflow-2lrdq,2021-06-30T17:17:47Z,2021-06-30T17:17:57Z,10,5.0,5.0
script_opt_2_order_cost_150,sqlflow-rfcnx,2021-06-30T17:18:32Z,2021-06-30T17:18:52Z,20,32.0,32.0
script_opt_2_order_cost_150,sqlflow-hxv7l,2021-06-30T17:18:24Z,2021-06-30T17:18:34Z,10,4.0,4.0
script_opt_2_order_cost_150,sqlflow-zn9n4,2021-06-30T17:19:20Z,2021-06-30T17:23:18Z,238,450.0,450.0
script_opt_2_order_cost_150,sqlflow-vxf2r,2021-06-30T17:17:54Z,2021-06-30T17:18:32Z,38,52.0,52.0
script_opt_2_order_cost_150,sqlflow-5pc9q,2021-06-30T17:17:19Z,2021-06-30T17:17:55Z,36,43.0,43.0
script_opt_2_order_cost_150,sqlflow-gth57,2021-06-30T17:09:49Z,2021-06-30T17:17:27Z,458,891.0,891.0
script_opt_5_overlap_cost_50,sqlflow-blsst,2021-06-30T11:48:06Z,2021-06-30T11:51:16Z,190,356.0,356.0
script_opt_5_overlap_cost_50,sqlflow-hh997,2021-06-30T11:51:09Z,2021-06-30T11:51:47Z,38,52.0,52.0
script_opt_5_overlap_cost_50,sqlflow-fzghs,2021-06-30T11:45:14Z,2021-06-30T11:45:24Z,10,2.0,2.0
script_opt_5_overlap_cost_50,sqlflow-j9vrk,2021-06-30T11:45:21Z,2021-06-30T11:48:13Z,172,319.0,319.0
script_opt_5_overlap_cost_50,sqlflow-tdjk9,2021-06-30T11:45:04Z,2021-06-30T11:45:15Z,11,1.0,1.0
script_opt_8_order_cost_50,sqlflow-vxscw,2021-06-30T22:17:47Z,2021-06-30T22:17:57Z,10,6.0,6.0
script_opt_8_order_cost_50,sqlflow-49mcn,2021-06-30T22:16:16Z,2021-06-30T22:17:20Z,64,104.0,104.0
script_opt_8_order_cost_50,sqlflow-8wcgz,2021-06-30T22:22:32Z,2021-06-30T22:23:11Z,39,56.0,56.0
script_opt_8_order_cost_50,sqlflow-zlh5v,2021-06-30T22:23:05Z,2021-06-30T22:23:15Z,10,3.0,3.0
script_opt_8_order_cost_50,sqlflow-74lw5,2021-06-30T22:13:30Z,2021-06-30T22:16:23Z,173,319.0,319.0
script_opt_8_order_cost_50,sqlflow-46sq4,2021-06-30T22:19:06Z,2021-06-30T22:21:31Z,145,263.0,263.0
script_opt_8_order_cost_50,sqlflow-fkxz6,2021-06-30T22:23:11Z,2021-06-30T22:23:31Z,20,32.0,32.0
script_opt_8_order_cost_50,sqlflow-qx2hd,2021-06-30T22:17:24Z,2021-06-30T22:17:55Z,31,39.0,39.0
script_opt_8_order_cost_50,sqlflow-99q4r,2021-06-30T22:18:13Z,2021-06-30T22:18:23Z,10,1.0,1.0
script_opt_8_order_cost_50,sqlflow-292pd,2021-06-30T22:18:56Z,2021-06-30T22:19:06Z,10,5.0,5.0
script_opt_8_order_cost_50,sqlflow-rx2cj,2021-06-30T22:13:26Z,2021-06-30T22:13:36Z,10,1.0,1.0
script_opt_8_order_cost_50,sqlflow-s4vr2,2021-06-30T22:21:25Z,2021-06-30T22:22:39Z,74,120.0,120.0
script_opt_8_order_cost_50,sqlflow-8gcxq,2021-06-30T22:23:31Z,2021-06-30T22:23:41Z,10,2.0,2.0
script_opt_8_order_cost_50,sqlflow-p7jtl,2021-06-30T22:18:19Z,2021-06-30T22:18:41Z,22,20.0,20.0
script_opt_8_order_cost_50,sqlflow-s8w7q,2021-06-30T22:17:13Z,2021-06-30T22:17:23Z,10,12.0,12.0
script_opt_8_order_cost_50,sqlflow-ffszb,2021-06-30T22:23:52Z,2021-06-30T22:24:02Z,10,5.0,5.0
script_opt_8_order_cost_50,sqlflow-pqpnr,2021-06-30T22:18:34Z,2021-06-30T22:18:44Z,10,1.0,1.0
script_opt_8_order_cost_50,sqlflow-6hq8b,2021-06-30T22:13:20Z,2021-06-30T22:13:30Z,10,1.0,1.0
script_opt_8_order_cost_50,sqlflow-2nfrb,2021-06-30T22:17:55Z,2021-06-30T22:18:19Z,24,26.0,26.0
script_opt_8_order_cost_50,sqlflow-7zfx8,2021-06-30T22:23:35Z,2021-06-30T22:23:59Z,24,23.0,23.0
script_opt_8_order_cost_50,sqlflow-6pfpr,2021-06-30T22:18:40Z,2021-06-30T22:19:04Z,24,23.0,23.0
script_opt_2_overlap_cost_50,sqlflow-5pbzq,2021-06-30T11:22:10Z,2021-06-30T11:22:43Z,33,44.0,44.0
script_opt_2_overlap_cost_50,sqlflow-dn8zr,2021-06-30T11:19:25Z,2021-06-30T11:22:14Z,169,315.0,315.0
script_opt_2_overlap_cost_50,sqlflow-nt9rv,2021-06-30T11:16:29Z,2021-06-30T11:16:39Z,10,2.0,2.0
script_opt_2_overlap_cost_50,sqlflow-7bqdr,2021-06-30T11:16:34Z,2021-06-30T11:16:44Z,10,1.0,1.0
script_opt_2_overlap_cost_50,sqlflow-j74m4,2021-06-30T11:16:41Z,2021-06-30T11:19:32Z,171,317.0,317.0
script_base_7_overlap_cost_100,sqlflow-jg7gl,2021-06-30T18:43:20Z,2021-06-30T18:43:55Z,35,49.0,49.0
script_base_7_overlap_cost_100,sqlflow-6tcvp,2021-06-30T18:40:57Z,2021-06-30T18:43:27Z,150,275.0,275.0
script_base_7_overlap_cost_100,sqlflow-7tv57,2021-06-30T18:33:09Z,2021-06-30T18:36:31Z,202,379.0,379.0
script_base_7_overlap_cost_100,sqlflow-bw6kp,2021-06-30T18:36:24Z,2021-06-30T18:40:37Z,253,475.0,475.0
script_base_7_overlap_cost_100,sqlflow-2dnr5,2021-06-30T18:32:56Z,2021-06-30T18:33:06Z,10,1.0,1.0
script_base_7_overlap_cost_100,sqlflow-dfvhr,2021-06-30T18:40:32Z,2021-06-30T18:41:04Z,32,43.0,43.0
script_base_7_overlap_cost_100,sqlflow-tzhvp,2021-06-30T18:33:03Z,2021-06-30T18:33:13Z,10,1.0,1.0
script_opt_3_order_cost_150,sqlflow-dbqvz,2021-06-30T17:52:05Z,2021-06-30T17:52:36Z,31,40.0,40.0
script_opt_3_order_cost_150,sqlflow-dv2jf,2021-06-30T17:44:32Z,2021-06-30T17:45:21Z,49,74.0,74.0
script_opt_3_order_cost_150,sqlflow-ppsh7,2021-06-30T17:45:27Z,2021-06-30T17:45:56Z,29,31.0,31.0
script_opt_3_order_cost_150,sqlflow-vj77b,2021-06-30T17:38:36Z,2021-06-30T17:38:46Z,10,1.0,1.0
script_opt_3_order_cost_150,sqlflow-xp2nt,2021-06-30T17:45:55Z,2021-06-30T17:52:12Z,377,729.0,729.0
script_opt_3_order_cost_150,sqlflow-8p4r6,2021-06-30T17:45:50Z,2021-06-30T17:46:00Z,10,2.0,2.0
script_opt_3_order_cost_150,sqlflow-mpd8z,2021-06-30T17:38:27Z,2021-06-30T17:38:37Z,10,6.0,6.0
script_opt_3_order_cost_150,sqlflow-gkpxq,2021-06-30T17:38:40Z,2021-06-30T17:44:39Z,359,693.0,693.0
script_opt_3_order_cost_150,sqlflow-jdb5h,2021-06-30T17:53:02Z,2021-06-30T17:53:12Z,10,7.0,7.0
script_opt_3_order_cost_150,sqlflow-lhkrc,2021-06-30T17:52:29Z,2021-06-30T17:53:09Z,40,56.0,56.0
script_opt_3_order_cost_150,sqlflow-s4vqd,2021-06-30T17:45:13Z,2021-06-30T17:45:35Z,22,8.0,8.0
script_base_2_overlap_cost_50,sqlflow-74d7z,2021-06-30T10:32:45Z,2021-06-30T10:35:32Z,167,309.0,309.0
script_base_2_overlap_cost_50,sqlflow-g6snf,2021-06-30T10:32:38Z,2021-06-30T10:32:48Z,10,1.0,1.0
script_base_2_overlap_cost_50,sqlflow-xfkqm,2021-06-30T10:32:31Z,2021-06-30T10:32:41Z,10,2.0,2.0
script_base_5_overlap_cost_150,sqlflow-pmj6n,2021-06-30T16:26:40Z,2021-06-30T16:27:20Z,40,50.0,50.0
script_base_5_overlap_cost_150,sqlflow-s5fwx,2021-06-30T16:27:12Z,2021-06-30T16:30:20Z,188,343.0,343.0
script_base_5_overlap_cost_150,sqlflow-jdhng,2021-06-30T16:30:12Z,2021-06-30T16:30:53Z,41,57.0,57.0
script_base_5_overlap_cost_150,sqlflow-qfns8,2021-06-30T16:14:23Z,2021-06-30T16:17:39Z,196,361.0,361.0
script_base_5_overlap_cost_150,sqlflow-j2bhz,2021-06-30T16:14:18Z,2021-06-30T16:14:28Z,10,2.0,2.0
script_base_5_overlap_cost_150,sqlflow-kfvq5,2021-06-30T16:23:56Z,2021-06-30T16:26:47Z,171,315.0,315.0
