experiment,workflow,startedAt,finishedAt,duration,resourcesDuration_cpu,resourcesDuration_memory
script_base_0_overlap_cost_150,sqlflow-ncgbj,2021-07-01T21:09:01Z,2021-07-01T21:16:50Z,469,916.0,916.0
script_base_0_overlap_cost_150,sqlflow-x2b59,2021-07-01T21:08:47Z,2021-07-01T21:08:57Z,10,2.0,2.0
script_base_0_overlap_cost_150,sqlflow-4b9cw,2021-07-01T21:23:15Z,2021-07-01T21:23:49Z,34,43.0,43.0
script_base_0_overlap_cost_150,sqlflow-kv6hp,2021-07-01T21:20:03Z,2021-07-01T21:23:22Z,199,375.0,375.0
script_base_0_overlap_cost_150,sqlflow-l4qf7,2021-07-01T21:19:37Z,2021-07-01T21:20:09Z,32,43.0,43.0
script_base_0_overlap_cost_150,sqlflow-w6lrg,2021-07-01T21:16:43Z,2021-07-01T21:19:42Z,179,324.0,324.0
script_base_0_overlap_cost_150,sqlflow-v2nxg,2021-07-01T21:08:53Z,2021-07-01T21:09:03Z,10,5.0,5.0
script_base_9_overlap_cost_100,sqlflow-8hnjq,2021-07-02T01:28:49Z,2021-07-02T01:28:59Z,10,1.0,1.0
script_base_9_overlap_cost_100,sqlflow-csms7,2021-07-02T01:28:54Z,2021-07-02T01:29:04Z,10,2.0,2.0
script_base_9_overlap_cost_100,sqlflow-k4jlv,2021-07-02T01:37:56Z,2021-07-02T01:38:35Z,39,48.0,48.0
script_base_9_overlap_cost_100,sqlflow-kw8wl,2021-07-02T01:31:20Z,2021-07-02T01:34:05Z,165,307.0,307.0
script_base_9_overlap_cost_100,sqlflow-m87vw,2021-07-02T01:34:24Z,2021-07-02T01:38:02Z,218,413.0,413.0
script_base_9_overlap_cost_100,sqlflow-pz9nh,2021-07-02T01:29:00Z,2021-07-02T01:31:26Z,146,266.0,266.0
script_base_9_overlap_cost_100,sqlflow-lzhtz,2021-07-02T01:33:59Z,2021-07-02T01:34:32Z,33,43.0,43.0
script_base_3_overlap_cost_50,sqlflow-m22gn,2021-07-01T23:05:24Z,2021-07-01T23:08:24Z,180,308.0,308.0
script_base_3_overlap_cost_50,sqlflow-bltmt,2021-07-01T23:08:19Z,2021-07-01T23:10:31Z,132,238.0,238.0
script_base_3_overlap_cost_50,sqlflow-22qn8,2021-07-01T23:05:09Z,2021-07-01T23:05:19Z,10,6.0,6.0
script_base_3_overlap_cost_50,sqlflow-4257h,2021-07-01T23:05:17Z,2021-07-01T23:05:27Z,10,2.0,2.0
script_base_3_overlap_cost_50,sqlflow-fpg7g,2021-07-01T23:10:23Z,2021-07-01T23:10:56Z,33,42.0,42.0
script_opt_4_overlap_cost_100,sqlflow-kv984,2021-07-02T05:24:05Z,2021-07-02T05:24:38Z,33,42.0,42.0
script_opt_4_overlap_cost_100,sqlflow-4qpx5,2021-07-02T05:21:14Z,2021-07-02T05:24:12Z,178,324.0,324.0
script_opt_4_overlap_cost_100,sqlflow-tq5wj,2021-07-02T05:15:19Z,2021-07-02T05:15:29Z,10,1.0,1.0
script_opt_4_overlap_cost_100,sqlflow-2spck,2021-07-02T05:15:23Z,2021-07-02T05:15:34Z,11,2.0,2.0
script_opt_4_overlap_cost_100,sqlflow-92klv,2021-07-02T05:15:28Z,2021-07-02T05:21:21Z,353,682.0,682.0
script_base_10_overlap_cost_100,sqlflow-kfbvt,2021-07-01T21:40:03Z,2021-07-01T21:40:40Z,37,51.0,51.0
script_base_10_overlap_cost_100,sqlflow-srxc2,2021-07-01T21:30:24Z,2021-07-01T21:32:51Z,147,270.0,270.0
script_base_10_overlap_cost_100,sqlflow-44dvs,2021-07-01T21:30:16Z,2021-07-01T21:30:26Z,10,6.0,6.0
script_base_10_overlap_cost_100,sqlflow-jzl5v,2021-07-01T21:36:03Z,2021-07-01T21:40:09Z,246,468.0,468.0
script_base_10_overlap_cost_100,sqlflow-rxhkz,2021-07-01T21:35:33Z,2021-07-01T21:36:10Z,37,47.0,47.0
script_base_10_overlap_cost_100,sqlflow-kgs2s,2021-07-01T21:30:10Z,2021-07-01T21:30:20Z,10,1.0,1.0
script_base_10_overlap_cost_100,sqlflow-dsn7t,2021-07-01T21:32:44Z,2021-07-01T21:35:40Z,176,325.0,325.0
script_opt_1_order_cost_50,sqlflow-7w5md,2021-07-02T03:15:18Z,2021-07-02T03:15:28Z,10,3.0,3.0
script_opt_1_order_cost_50,sqlflow-gs7vl,2021-07-02T03:15:13Z,2021-07-02T03:15:23Z,10,1.0,1.0
script_opt_1_order_cost_50,sqlflow-n44z9,2021-07-02T03:15:24Z,2021-07-02T03:18:47Z,203,380.0,380.0
script_opt_6_overlap_cost_150,sqlflow-km8zg,2021-07-02T06:43:29Z,2021-07-02T06:43:39Z,10,1.0,1.0
script_base_2_overlap_cost_100,sqlflow-hw8km,2021-07-01T22:22:08Z,2021-07-01T22:28:05Z,357,690.0,690.0
script_base_2_overlap_cost_100,sqlflow-zx5f4,2021-07-01T22:19:18Z,2021-07-01T22:19:28Z,10,2.0,2.0
script_base_2_overlap_cost_100,sqlflow-rcfww,2021-07-01T22:19:25Z,2021-07-01T22:22:12Z,167,312.0,312.0
script_base_2_overlap_cost_100,sqlflow-n6j4t,2021-07-01T22:19:13Z,2021-07-01T22:19:23Z,10,2.0,2.0
script_base_2_overlap_cost_100,sqlflow-2n5wk,2021-07-01T22:28:01Z,2021-07-01T22:28:40Z,39,51.0,51.0
script_opt_5_order_cost_50,sqlflow-z5hpz,2021-07-02T05:47:15Z,2021-07-02T05:50:01Z,166,310.0,310.0
script_opt_5_order_cost_50,sqlflow-x97wg,2021-07-02T05:52:40Z,2021-07-02T05:52:50Z,10,5.0,5.0
script_opt_5_order_cost_50,sqlflow-zcbjl,2021-07-02T05:51:23Z,2021-07-02T05:52:07Z,44,66.0,66.0
script_opt_5_order_cost_50,sqlflow-9w9pt,2021-07-02T05:47:01Z,2021-07-02T05:47:11Z,10,6.0,6.0
script_opt_5_order_cost_50,sqlflow-rl42w,2021-07-02T05:52:47Z,2021-07-02T05:53:13Z,26,26.0,26.0
script_opt_5_order_cost_50,sqlflow-fmjw2,2021-07-02T05:49:57Z,2021-07-02T05:51:30Z,93,160.0,160.0
script_opt_5_order_cost_50,sqlflow-kd7mx,2021-07-02T05:53:11Z,2021-07-02T05:53:31Z,20,29.0,29.0
script_opt_5_order_cost_50,sqlflow-hkbnw,2021-07-02T05:47:11Z,2021-07-02T05:47:21Z,10,2.0,2.0
script_opt_5_order_cost_50,sqlflow-87bnc,2021-07-02T05:53:06Z,2021-07-02T05:53:16Z,10,1.0,1.0
script_opt_5_order_cost_50,sqlflow-j7t25,2021-07-02T05:52:02Z,2021-07-02T05:52:47Z,45,64.0,64.0
script_opt_5_order_cost_50,sqlflow-6chp8,2021-07-02T05:53:32Z,2021-07-02T05:53:42Z,10,1.0,1.0
script_base_6_overlap_cost_100,sqlflow-cmtdj,2021-07-02T00:11:04Z,2021-07-02T00:13:53Z,169,307.0,307.0
script_base_6_overlap_cost_100,sqlflow-4x56b,2021-07-02T00:05:11Z,2021-07-02T00:05:21Z,10,2.0,2.0
script_base_6_overlap_cost_100,sqlflow-zzbz2,2021-07-02T00:14:11Z,2021-07-02T00:17:04Z,173,322.0,322.0
script_base_6_overlap_cost_100,sqlflow-rqpjp,2021-07-02T00:05:22Z,2021-07-02T00:11:11Z,349,562.0,562.0
script_base_6_overlap_cost_100,sqlflow-rk2zz,2021-07-02T00:05:16Z,2021-07-02T00:05:26Z,10,1.0,1.0
script_base_6_overlap_cost_100,sqlflow-q6g2v,2021-07-02T00:16:57Z,2021-07-02T00:17:29Z,32,42.0,42.0
script_base_6_overlap_cost_100,sqlflow-mgkl6,2021-07-02T00:13:46Z,2021-07-02T00:14:19Z,33,44.0,44.0
script_opt_2_order_cost_50,sqlflow-frtms,2021-07-02T03:49:29Z,2021-07-02T03:49:39Z,10,2.0,2.0
script_opt_2_order_cost_50,sqlflow-qfrsn,2021-07-02T03:54:09Z,2021-07-02T03:54:19Z,10,12.0,12.0
script_opt_2_order_cost_50,sqlflow-jd5j4,2021-07-02T03:53:23Z,2021-07-02T03:54:17Z,54,80.0,80.0
script_opt_2_order_cost_50,sqlflow-jv97l,2021-07-02T03:49:46Z,2021-07-02T03:53:28Z,222,418.0,418.0
script_opt_2_order_cost_50,sqlflow-nzx7n,2021-07-02T03:54:20Z,2021-07-02T03:54:48Z,28,28.0,28.0
script_opt_2_order_cost_50,sqlflow-4gl9m,2021-07-02T03:54:40Z,2021-07-02T03:54:50Z,10,2.0,2.0
script_opt_2_order_cost_50,sqlflow-zlmt9,2021-07-02T03:49:38Z,2021-07-02T03:49:48Z,10,3.0,3.0
script_opt_6_order_cost_50,sqlflow-hhdls,2021-07-02T06:33:02Z,2021-07-02T06:33:12Z,10,6.0,6.0
script_opt_6_order_cost_50,sqlflow-xchjb,2021-07-02T06:29:46Z,2021-07-02T06:32:37Z,171,318.0,318.0
script_opt_6_order_cost_50,sqlflow-z46pf,2021-07-02T06:29:34Z,2021-07-02T06:29:44Z,10,5.0,5.0
script_opt_6_order_cost_50,sqlflow-sdzs5,2021-07-02T06:29:42Z,2021-07-02T06:29:52Z,10,1.0,1.0
script_opt_6_order_cost_50,sqlflow-7grdv,2021-07-02T06:32:32Z,2021-07-02T06:33:08Z,36,50.0,50.0
script_opt_2_overlap_cost_150,sqlflow-ds8ft,2021-07-02T04:04:04Z,2021-07-02T04:08:10Z,246,465.0,465.0
script_opt_2_overlap_cost_150,sqlflow-8x8f8,2021-07-02T04:13:59Z,2021-07-02T04:14:35Z,36,48.0,48.0
script_opt_2_overlap_cost_150,sqlflow-f6ws8,2021-07-02T04:08:04Z,2021-07-02T04:14:07Z,363,689.0,689.0
script_opt_2_overlap_cost_150,sqlflow-fwdck,2021-07-02T04:03:51Z,2021-07-02T04:04:01Z,10,1.0,1.0
script_opt_2_overlap_cost_150,sqlflow-b972q,2021-07-02T04:18:02Z,2021-07-02T04:18:40Z,38,50.0,50.0
script_opt_2_overlap_cost_150,sqlflow-69ktr,2021-07-02T04:14:29Z,2021-07-02T04:18:06Z,217,409.0,409.0
script_opt_2_overlap_cost_150,sqlflow-8hkzl,2021-07-02T04:03:56Z,2021-07-02T04:04:06Z,10,2.0,2.0
script_base_4_overlap_cost_50,sqlflow-jksps,2021-07-01T23:35:01Z,2021-07-01T23:37:53Z,172,320.0,320.0
script_base_4_overlap_cost_50,sqlflow-vf6cp,2021-07-01T23:34:56Z,2021-07-01T23:35:06Z,10,1.0,1.0
script_base_4_overlap_cost_50,sqlflow-wjqkr,2021-07-01T23:40:29Z,2021-07-01T23:41:04Z,35,47.0,47.0
script_base_4_overlap_cost_50,sqlflow-hx85m,2021-07-01T23:37:45Z,2021-07-01T23:40:35Z,170,311.0,311.0
script_base_4_overlap_cost_50,sqlflow-ckwpt,2021-07-01T23:34:51Z,2021-07-01T23:35:01Z,10,2.0,2.0
script_opt_0_overlap_cost_100,sqlflow-jzk29,2021-07-02T02:13:02Z,2021-07-02T02:13:12Z,10,1.0,1.0
script_opt_0_overlap_cost_100,sqlflow-ljj5q,2021-07-02T02:15:54Z,2021-07-02T02:21:26Z,332,637.0,637.0
script_opt_0_overlap_cost_100,sqlflow-fbfhb,2021-07-02T02:21:18Z,2021-07-02T02:21:58Z,40,47.0,47.0
script_opt_0_overlap_cost_100,sqlflow-ghl5b,2021-07-02T02:12:54Z,2021-07-02T02:13:04Z,10,2.0,2.0
script_opt_0_overlap_cost_100,sqlflow-dwq8j,2021-07-02T02:13:06Z,2021-07-02T02:16:00Z,174,322.0,322.0
script_opt_9_overlap_cost_150,sqlflow-tzhdb,2021-07-02T08:14:31Z,2021-07-02T08:14:41Z,10,5.0,5.0
script_opt_9_overlap_cost_150,sqlflow-r5sqq,2021-07-02T08:21:18Z,2021-07-02T08:29:38Z,500,976.0,976.0
script_opt_9_overlap_cost_150,sqlflow-8rxx5,2021-07-02T08:14:37Z,2021-07-02T08:14:47Z,10,3.0,3.0
script_opt_9_overlap_cost_150,sqlflow-rtgvq,2021-07-02T08:14:44Z,2021-07-02T08:18:09Z,205,387.0,387.0
script_opt_9_overlap_cost_150,sqlflow-42pjs,2021-07-02T08:20:51Z,2021-07-02T08:21:25Z,34,46.0,46.0
script_opt_9_overlap_cost_150,sqlflow-2h5hh,2021-07-02T08:18:02Z,2021-07-02T08:20:58Z,176,322.0,322.0
script_opt_9_overlap_cost_150,sqlflow-hzmdj,2021-07-02T08:29:30Z,2021-07-02T08:30:08Z,38,47.0,47.0
script_opt_4_overlap_cost_50,sqlflow-8mxhf,2021-07-02T05:46:20Z,2021-07-02T05:46:56Z,36,44.0,44.0
